lat,lng,ALCALDIA,us_dscr
19.3118662511,-99.0416346756,Tláhuac,Habitacional
19.3467762581,-99.0049278371,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3129439978,-99.0473547831,Tláhuac,Habitacional
19.3666209785,-98.9992615405,Iztapalapa,Habitacional
19.256718478,-99.0113442447,Tláhuac,Habitacional
19.2569677839,-99.0067100933,Tláhuac,Habitacional
19.3650703473,-99.0998835932,Iztapalapa,Habitacional
19.2750557197,-99.0262009915,Tláhuac,Produccion Rural Agroindustrial
19.2201344252,-98.9695850633,Tláhuac,Habitacional Rural de Baja Densidad
19.230596285,-98.9687183377,Tláhuac,Habitacional Rural de Baja Densidad
19.3610849264,-99.1181629002,Iztapalapa,Habitacional
19.2912655596,-99.0186467737,Tláhuac,Habitacional
19.3706731435,-99.1189949199,Iztapalapa,Habitacional con Comercio en Planta Baja
19.281992349,-99.0021096978,Tláhuac,Habitacional
19.302187835,-99.0269897457,Tláhuac,Habitacional
19.3506846376,-99.075306232,Iztapalapa,Habitacional Mixto
19.2984763035,-99.018550266,Tláhuac,Habitacional
19.3630594586,-99.0872866075,Iztapalapa,Habitacional
19.3116869922,-99.03847363,Tláhuac,Habitacional
19.3569632998,-99.0266495778,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2360842041,-98.9932891482,Tláhuac,Habitacional Rural con Comercio y Servicios
19.3602144506,-99.0390844964,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2272778367,-98.9999716217,Tláhuac,Habitacional Rural
19.3511668873,-99.0304541546,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2711892836,-99.0004638918,Tláhuac,Centro de Barrio
19.3396724146,-98.9768910779,Iztapalapa,Habitacional
19.2890066637,-99.0571512915,Tláhuac,Habitacional
19.383491633,-99.051001006,Iztapalapa,Habitacional
19.2910117348,-99.0394914063,Tláhuac,Habitacional
19.3730122531,-99.0348719703,Iztapalapa,Equipamiento
19.2943285656,-99.0398338244,Tláhuac,Habitacional
19.2645712341,-99.0021115365,Tláhuac,Habitacional
19.2793769435,-99.0515627594,Tláhuac,Habitacional Rural
19.2874144619,-99.0475295011,Tláhuac,Habitacional
19.3565442179,-98.9984523067,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2967826691,-99.0504041234,Tláhuac,Habitacional
19.2992032029,-99.0421943166,Tláhuac,Habitacional con Comercio en Planta Baja
19.2945216094,-99.0126723287,Tláhuac,Centro de Barrio
19.2877871505,-99.0110247777,Tláhuac,Habitacional
19.3198355842,-99.0385935467,Iztapalapa,Habitacional con Comercio y Servicios
19.3366589507,-99.0346195475,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3680981495,-98.9961623919,Iztapalapa,Habitacional
19.3653275841,-98.9988026308,Iztapalapa,Habitacional
19.3096307743,-99.0390901995,Tláhuac,Habitacional
19.3755300228,-99.1337160357,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2245697034,-98.9609400144,Tláhuac,Habitacional Rural con Comercio y Servicios
19.3747936609,-99.1206967186,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2931400736,-99.0575984927,Tláhuac,Habitacional
19.3614052508,-99.0932480935,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2868828658,-99.0583099147,Tláhuac,Habitacional
19.2922111789,-99.0317625562,Tláhuac,Habitacional
19.2880368978,-99.0327445252,Tláhuac,Habitacional con Comercio en Planta Baja
19.3127212883,-99.042589276,Tláhuac,Habitacional
19.3606402233,-99.0862352159,Iztapalapa,Habitacional
19.3070262034,-99.0501338508,Tláhuac,Habitacional
19.3446408743,-98.988092479,Iztapalapa,Equipamiento
19.3607700579,-99.069380436,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2319430569,-98.9910641438,Tláhuac,Habitacional Rural
19.3591229588,-99.0820327121,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2985591961,-99.0477595081,Tláhuac,Habitacional
19.2957238614,-99.0503988613,Tláhuac,Habitacional
19.3544826808,-99.0789436605,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2925935098,-99.0119769352,Tláhuac,Habitacional
19.3451055988,-99.1086419384,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3308727932,-99.1079025737,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2330819305,-98.9991061587,Tláhuac,Habitacional Rural
19.2912916672,-99.0552320269,Tláhuac,Habitacional
19.3226024414,-99.0944024858,Iztapalapa,Habitacional Unifamiliar
19.306896983,-99.0423489658,Tláhuac,Habitacional
19.3078439013,-99.041630893,Tláhuac,Habitacional
19.3257445757,-99.0767801211,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2262847164,-99.0064561837,Tláhuac,Rescate Ecologico
19.333140964,-99.1030551006,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3624598601,-99.0036723826,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3864000511,-99.2493294205,Cuajimalpa,Habitacional
19.3597395434,-99.0069334389,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2747775078,-98.9950507591,Tláhuac,Habitacional
19.3473386351,-99.1016933759,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2950613423,-99.0402688479,Tláhuac,Habitacional
19.3151382194,-99.0397595322,Iztapalapa,Sin ZonificaciÃ?Â³n
19.2961558776,-99.0094552246,Tláhuac,Habitacional
19.3620434451,-99.0532509185,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3023747587,-99.06252901,Tláhuac,Habitacional
19.3571619737,-99.0604750233,Iztapalapa,Sin ZonificaciÃ?Â³n
19.2809117125,-99.006734619,Tláhuac,Habitacional
19.2809279898,-99.0051406294,Tláhuac,Habitacional
19.2974900878,-99.0297323675,Tláhuac,Habitacional con Comercio en Planta Baja
19.2733545151,-99.0024034966,Tláhuac,Habitacional
19.2274429244,-98.9658980756,Tláhuac,Habitacional Rural
19.2255205148,-98.9626161957,Tláhuac,Habitacional Rural con Comercio y Servicios
19.2254073893,-98.9668195716,Tláhuac,Habitacional Rural
19.2682631955,-98.9968214861,Tláhuac,Habitacional
19.3432693523,-98.9966405644,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2907662511,-99.034243478,Tláhuac,Habitacional
19.3475093902,-98.9868736242,Iztapalapa,Habitacional
19.3135982508,-99.0410459163,Tláhuac,Habitacional
19.3371320036,-99.023167808,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2572266453,-99.0119774059,Tláhuac,Habitacional
19.2900425083,-99.0655653507,Iztapalapa,Habitacional
19.2799388103,-99.0353127714,Tláhuac,Rescate Ecologico
19.2992566407,-99.0817442321,Iztapalapa,Habitacional
19.2986968579,-99.0151908726,Tláhuac,Habitacional
19.3613943226,-99.1386544326,Iztapalapa,Habitacional
19.3599464472,-99.1364862075,Iztapalapa,Habitacional
19.2374422343,-98.9988892127,Tláhuac,Habitacional Rural
19.3580866364,-99.1338612782,Iztapalapa,Habitacional
19.2725173163,-99.002018959,Tláhuac,Habitacional
19.3665088788,-99.1247856753,Iztapalapa,Habitacional
19.2967828975,-99.0274936398,Tláhuac,Habitacional
19.3654662483,-99.1316391792,Iztapalapa,Habitacional
19.2851404344,-99.0321034132,Tláhuac,Habitacional
19.2588953567,-99.0050138388,Tláhuac,Habitacional
19.2616191335,-99.0064600481,Tláhuac,Habitacional
19.3794630481,-99.0746075009,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3519357948,-99.3148982822,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3237360421,-99.0271693977,Iztapalapa,Habitacional con Comercio y Servicios
19.2954171766,-99.0618306138,Tláhuac,Habitacional
19.2876697498,-99.0491549731,Tláhuac,Habitacional
19.2993623847,-99.0559854362,Tláhuac,Habitacional
19.2761861925,-99.034905638,Tláhuac,Produccion Rural Agroindustrial
19.2801127677,-99.0333329702,Tláhuac,Produccion Rural Agroindustrial
19.240258215,-99.0085128091,Tláhuac,Rescate Ecologico
19.3904153065,-99.042813656,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2945396325,-99.0538488571,Tláhuac,Habitacional
19.2911306149,-99.0434165729,Tláhuac,Habitacional
19.3873104432,-99.0338202041,Iztapalapa,Habitacional
19.3751549205,-99.0164607108,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3744726553,-99.0155817471,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3746263873,-99.0119623703,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3707171359,-99.0103369844,Iztapalapa,Habitacional
19.3354594385,-99.0449967837,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3354903613,-99.032596818,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3309516337,-99.0541678716,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3302023685,-99.0539367004,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3269762776,-99.0388897991,Iztapalapa,Habitacional con Comercio en Planta Baja
19.328142848,-99.0428361236,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3291225482,-99.0427769113,Iztapalapa,Habitacional con Comercio en Planta Baja
19.393928839,-99.0566192728,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3312816974,-99.0192673488,Iztapalapa,Habitacional
19.3439593418,-99.0216744932,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3541392832,-98.9982432136,Iztapalapa,Habitacional con Comercio en Planta Baja
19.375832545,-99.044169922,Iztapalapa,Habitacional
19.3776712982,-99.0489863645,Iztapalapa,Habitacional
19.363183548,-99.0072420248,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3726008696,-99.0389557733,Iztapalapa,Habitacional
19.3689913319,-99.0362788113,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3572829881,-98.9978207371,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3412723138,-98.9806940698,Iztapalapa,Habitacional
19.3189636493,-99.0496743272,Iztapalapa,Ã?Ârea Verde de Valor Ambiental
19.3695240063,-98.9989366633,Iztapalapa,Habitacional
19.3660656558,-99.0029260545,Iztapalapa,Habitacional
19.3635283054,-98.9978556512,Iztapalapa,Habitacional
19.3621117034,-98.9940755798,Iztapalapa,Habitacional
19.3617254068,-98.999664301,Iztapalapa,Habitacional
19.3381031339,-99.0922836642,Iztapalapa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.363159963,-99.1105452876,Iztapalapa,Habitacional
19.3606963796,-99.1198121784,Iztapalapa,Habitacional
19.3531630826,-99.1081807668,Iztapalapa,Habitacional con Comercio en Planta Baja
19.35087546,-99.1114244543,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3592210691,-99.1010295412,Iztapalapa,Habitacional
19.3629268114,-99.0925916956,Iztapalapa,Habitacional
19.3697957485,-99.1216877623,Iztapalapa,Habitacional con Comercio en Planta Baja
19.372886176,-99.1171694152,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3554211473,-99.0868143759,Iztapalapa,Habitacional
19.3068708519,-99.3344707889,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3563509145,-99.0875516876,Iztapalapa,Habitacional Mixto
19.3800929598,-99.1057776485,Iztapalapa,Habitacional
19.358757022,-99.1038911375,Iztapalapa,Habitacional
19.3607038297,-99.1026494776,Iztapalapa,Habitacional
19.3517373766,-99.0438785841,Iztapalapa,Habitacional con Comercio en Planta Baja
19.350824284,-99.0418881223,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3460334327,-99.0365009703,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3579604755,-99.0303148912,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3549429882,-99.0271816405,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3501117393,-99.0214078593,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3501784407,-99.0240199272,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3549887012,-99.0753171708,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3534750931,-99.0766944693,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3266872858,-99.0448616317,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3358278478,-99.0559256062,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3538415827,-99.0035807001,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3527452983,-99.0039591918,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3914400937,-99.0556769892,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3329913647,-99.0214625485,Iztapalapa,Habitacional
19.3509246284,-98.9976799939,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3408203488,-99.0178796265,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3477411446,-99.011228332,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3530087095,-99.001019723,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3455509982,-98.9922293585,Iztapalapa,Habitacional
19.3408237277,-98.9844088378,Iztapalapa,Habitacional
19.3289183981,-99.0194965852,Iztapalapa,Habitacional
19.3437059879,-99.0053416383,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3664407369,-99.0263673836,Iztapalapa,Habitacional
19.3750384257,-99.284820742,Cuajimalpa,Habitacional con Comercio
19.3611856023,-99.2875198574,Cuajimalpa,Habitacional con Comercio
19.3752825447,-99.0379417654,Iztapalapa,Habitacional
19.3532476796,-99.2873165275,Cuajimalpa,Habitacional
19.3733571691,-99.0383639172,Iztapalapa,Habitacional
19.3338648601,-99.3105343868,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3716753163,-99.046908438,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3807475598,-99.2579910757,Cuajimalpa,Habitacional
19.3467832615,-98.9945731737,Iztapalapa,Habitacional
19.3547096188,-99.302399329,Cuajimalpa,Habitacional con Comercio
19.369454318,-98.9960813764,Iztapalapa,Habitacional
19.3687315045,-98.9975713124,Iztapalapa,Habitacional
19.3722172395,-99.127005046,Iztapalapa,Habitacional
19.3539458794,-99.2897526172,Cuajimalpa,Sin ZonificaciÃ?Â³n
19.3291027314,-99.0321915753,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3884979233,-99.2595068662,Cuajimalpa,Habitacional con Comercio
19.3500248821,-99.0548062865,Iztapalapa,Habitacional
19.3716721138,-99.2854864624,Cuajimalpa,Habitacional con Comercio
19.3235625288,-99.032400826,Iztapalapa,Habitacional con Comercio y Servicios
19.3560280406,-99.3205815771,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3202141229,-99.0577506929,Iztapalapa,Habitacional
19.3518774364,-99.3224942225,Cuajimalpa,Sin ZonificaciÃ?Â³n
19.3032100948,-99.0758887796,Iztapalapa,Habitacional
19.35873755,-99.2691515277,Cuajimalpa,Espacios Abiertos
19.3304455173,-99.095341728,Iztapalapa,Habitacional
19.3548036126,-99.2613332955,Cuajimalpa,Habitacional
19.3388723585,-99.0679989668,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3729911047,-99.2906295421,Cuajimalpa,Habitacional con Comercio
19.3536610079,-99.2915105361,Cuajimalpa,Habitacional
19.3253800889,-99.038257256,Iztapalapa,Habitacional
19.3887636541,-99.1866770389,Benito Juárez,Habitacional
19.3302908038,-99.0393456138,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3630423036,-99.1400172061,Benito Juárez,Habitacional
19.33678662,-99.0325306599,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3871215888,-99.1729158085,Benito Juárez,Habitacional
19.3886004311,-99.1707616678,Benito Juárez,Habitacional
19.3326560634,-99.0072863997,Iztapalapa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.333633725,-99.0370830251,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3917679204,-99.1443898476,Benito Juárez,Habitacional
19.3690719374,-99.1592232939,Benito Juárez,Habitacional
19.3275604335,-99.0184001986,Iztapalapa,Habitacional
19.361450356,-99.1394608825,Benito Juárez,Habitacional
19.3484901301,-99.0021625003,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3371912563,-99.0270508755,Iztapalapa,Habitacional con Comercio en Planta Baja
19.343897253,-99.0210091193,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3079170505,-99.0781266996,Iztapalapa,Habitacional
19.3083115803,-99.07932477,Iztapalapa,Habitacional
19.3029230593,-99.0822002897,Iztapalapa,Habitacional
19.3748508078,-99.1605509411,Benito Juárez,Habitacional
19.3211350419,-99.0570821779,Iztapalapa,Habitacional
19.3052960461,-99.0792782023,Iztapalapa,Habitacional
19.370989454,-99.1545336379,Benito Juárez,Habitacional
19.3719515388,-99.168338512,Benito Juárez,Habitacional
19.3261307159,-99.063220312,Iztapalapa,Habitacional
19.3971552259,-99.1486313755,Benito Juárez,Habitacional
19.389235484,-99.1331306172,Benito Juárez,Habitacional
19.3839228214,-99.1345561526,Benito Juárez,Habitacional
19.363439708,-99.1395901402,Benito Juárez,Habitacional
19.3804924614,-99.1355280999,Benito Juárez,Habitacional
19.3405398169,-98.980923421,Iztapalapa,Habitacional
19.3785582646,-99.1504911533,Benito Juárez,Habitacional
19.3957407259,-99.1710393574,Benito Juárez,Habitacional
19.3848016998,-99.138185489,Benito Juárez,Habitacional
19.381245484,-99.1830762859,Benito Juárez,Habitacional
19.3676169299,-99.1581950897,Benito Juárez,Habitacional
19.3271284972,-98.9764279634,Iztapalapa,Habitacional con Comercio y Servicios
19.3018489083,-99.0653559987,Iztapalapa,Habitacional
19.4017434334,-99.1438408124,Benito Juárez,Habitacional
19.2991088297,-99.0784783581,Iztapalapa,Habitacional
19.3950318233,-99.1773962695,Benito Juárez,Habitacional
19.399828185,-99.0569260231,Iztapalapa,Habitacional con Comercio en Planta Baja
19.330299189,-99.0267190481,Iztapalapa,Habitacional
19.3978573132,-99.1332438984,Benito Juárez,Habitacional
19.3799286585,-99.0231390136,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3895983822,-99.1750383939,Benito Juárez,Habitacional con Comercio
19.3402342251,-99.0420731153,Iztapalapa,Habitacional con Comercio en Planta Baja
19.374226679,-99.1389926012,Benito Juárez,Habitacional
19.3459812191,-99.0748339681,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3831224157,-99.1389524383,Benito Juárez,Habitacional
19.3806802058,-99.1896392386,Benito Juárez,Habitacional
19.3349891516,-99.0554010177,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3807490044,-99.1613869265,Benito Juárez,Habitacional
19.3420395947,-99.0616902493,Iztapalapa,Habitacional
19.3416687371,-99.0586869342,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3386145277,-99.0609207572,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3896963915,-99.1411193447,Benito Juárez,Habitacional
19.2944886512,-99.0686276052,Iztapalapa,Habitacional
19.3377453424,-99.1093340047,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3638359193,-99.1450963564,Benito Juárez,Habitacional
19.3358634212,-98.9985867962,Iztapalapa,Habitacional con Comercio y Servicios
19.3942072575,-99.1870191937,Benito Juárez,Habitacional
19.3809820186,-99.067436095,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3631929956,-99.1497089212,Benito Juárez,Habitacional
19.3515327654,-99.0747491075,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3815196017,-99.1687933078,Benito Juárez,Habitacional
19.3667539877,-99.0030506481,Iztapalapa,Habitacional
19.3604483399,-99.151775743,Benito Juárez,Habitacional
19.3854827508,-99.0264421317,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3424878934,-99.0403123038,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3600584186,-99.1519195981,Benito Juárez,Habitacional
19.3380833679,-99.0297458792,Iztapalapa,Centro de Barrio
19.3904678643,-99.1552938959,Benito Juárez,Habitacional
19.3228384729,-99.0488256601,Iztapalapa,Habitacional
19.3977983582,-99.1525368081,Benito Juárez,Habitacional
19.3256154182,-99.0469416283,Iztapalapa,Habitacional con Comercio en Planta Baja
19.1332170475,-99.185485454,Tlalpan,Habitacional Rural
19.3805793025,-99.1539836877,Benito Juárez,Habitacional
19.3935665974,-99.0577330283,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3630516293,-99.1719012438,Benito Juárez,Habitacional
19.3510118959,-99.0578930707,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3643247024,-99.1747837352,Benito Juárez,Habitacional
19.3129777701,-99.0606368624,Iztapalapa,Habitacional
19.2434150508,-99.0116424566,Tláhuac,Rescate Ecologico
19.3589707168,-99.1489366219,Benito Juárez,Habitacional
19.3194768212,-99.0858769216,Iztapalapa,Habitacional Mixto
19.3724343645,-99.1515931212,Benito Juárez,Habitacional
19.3395393976,-99.0692213939,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3184238792,-99.0415699389,Iztapalapa,Equipamiento Rural
19.3118628286,-99.0802167141,Iztapalapa,Habitacional
19.3634689449,-99.1815821269,Benito Juárez,Habitacional
19.3219249306,-99.0782725052,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3886197588,-99.1894117363,Benito Juárez,Habitacional
19.3336950516,-99.1014435411,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3980329448,-99.1700256886,Benito Juárez,Habitacional
19.3623521735,-99.0090825328,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3502429744,-99.0958736042,Iztapalapa,Habitacional
19.3506864762,-99.0847038503,Iztapalapa,Habitacional
19.3773645142,-99.1056452477,Iztapalapa,Habitacional
19.380650181,-99.1453026689,Benito Juárez,Habitacional
19.3609968624,-99.05956819,Iztapalapa,Habitacional
19.3608441408,-99.0585654775,Iztapalapa,Habitacional
19.3797446716,-99.1746350617,Benito Juárez,Habitacional
19.2435797664,-98.9974509676,Tláhuac,Habitacional Rural con Comercio y Servicios
19.3592610556,-99.0498240003,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3549392881,-99.0503288744,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3545632218,-99.0534919492,Iztapalapa,Habitacional
19.3536945406,-99.0506998365,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3537678314,-99.0499343807,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3526443466,-99.0502844389,Iztapalapa,Sin ZonificaciÃ?Â³n
19.2866636895,-99.05525966,Tláhuac,Habitacional
19.3499887255,-99.0264861364,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3887631705,-99.1474001033,Benito Juárez,Habitacional
19.3784815252,-99.1909921618,Benito Juárez,Habitacional
19.2619335401,-99.0021081992,Tláhuac,Habitacional
19.3431673027,-98.9884461369,Iztapalapa,Habitacional
19.3899743905,-99.1798827404,Benito Juárez,Habitacional
19.3847583036,-99.1420634396,Benito Juárez,Habitacional
19.3750070703,-99.1374182472,Benito Juárez,Habitacional
19.2425423744,-99.011917221,Tláhuac,Rescate Ecologico
19.3740834553,-99.0332342453,Iztapalapa,Habitacional
19.3663739886,-99.1484119052,Benito Juárez,Habitacional
19.3874988888,-99.185034003,Benito Juárez,Habitacional
19.370916553,-99.051140491,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3167273522,-98.9689536387,Tláhuac,Habitacional Rural de Baja Densidad
19.3933078636,-99.1445824951,Benito Juárez,Habitacional
19.3176186336,-99.0815322244,Iztapalapa,Habitacional
19.2057835477,-99.1393598824,Tlalpan,Habitacional Rural
19.3197064352,-99.0970189096,Iztapalapa,Habitacional
19.3729724422,-99.1521593131,Benito Juárez,Habitacional
19.3206116899,-99.0683221689,Iztapalapa,Habitacional
19.299925783,-99.0329756038,Tláhuac,Habitacional
19.367135046,-99.1784221551,Benito Juárez,Habitacional
19.3320723168,-99.0960545318,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2295415278,-99.2046456437,Tlalpan,Habitacional Rural de Baja Densidad
19.3182681118,-99.0590930945,Iztapalapa,Habitacional
19.3583210177,-99.1425613405,Benito Juárez,Habitacional
19.3919829862,-99.0833085227,Iztapalapa,Habitacional
19.2834725036,-99.0123263783,Tláhuac,Habitacional
19.3650200102,-99.1754602358,Benito Juárez,Habitacional
19.3623369292,-99.024329834,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3676454529,-99.1878501529,Benito Juárez,Habitacional
19.3916740923,-99.0827233783,Iztapalapa,Habitacional
19.3859840737,-99.0820301197,Iztapalapa,Habitacional
19.3830541028,-99.1864657725,Benito Juárez,Habitacional
19.3071840134,-99.038946899,Tláhuac,Habitacional
19.3818009633,-99.1443019174,Benito Juárez,Habitacional
19.3878647562,-99.0761211869,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2991498749,-99.061415554,Tláhuac,Habitacional
19.3977740086,-99.1503090814,Benito Juárez,Habitacional
19.3957657748,-99.137099637,Benito Juárez,Habitacional
19.293024113,-99.0561408378,Tláhuac,Habitacional
19.3922777984,-99.1403951194,Benito Juárez,Habitacional
19.3930189474,-99.1375379652,Benito Juárez,Habitacional
19.274583529,-99.0026445362,Tláhuac,Habitacional
19.2950999267,-99.0317058131,Tláhuac,Habitacional
19.3722342819,-99.1375687612,Benito Juárez,Habitacional
19.3884850279,-99.1412706464,Benito Juárez,Habitacional
19.3923062346,-99.1821953288,Benito Juárez,Habitacional
19.2821348918,-99.034624451,Tláhuac,Rescate Ecologico
19.2205934019,-98.9685469321,Tláhuac,Habitacional Rural de Baja Densidad
19.3538804751,-99.0607335431,Iztapalapa,Sin ZonificaciÃ?Â³n
19.3522261248,-99.0531146064,Iztapalapa,Habitacional
19.3745352519,-99.1364504353,Benito Juárez,Habitacional
19.2942502955,-99.0463831972,Tláhuac,Centro de Barrio
19.3445371396,-99.0307803311,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2967819783,-99.0306092153,Tláhuac,Habitacional
19.3577367665,-99.0211657988,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3590281143,-99.1410312843,Benito Juárez,Habitacional
19.3865210788,-99.1822358948,Benito Juárez,Habitacional
19.3666248715,-99.1485321946,Benito Juárez,Habitacional
19.3647640244,-99.1868998617,Benito Juárez,Habitacional
19.3168092042,-98.9846504508,Tláhuac,Produccion Rural Agroindustrial
19.2926518664,-99.0017715102,Tláhuac,Habitacional
19.3443874126,-99.0552883933,Iztapalapa,Habitacional
19.3438974208,-99.0561774876,Iztapalapa,Habitacional
19.26493835,-98.992924604,Tláhuac,Habitacional
19.3570936173,-99.0169527732,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3523796124,-99.0188803367,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2962972685,-99.1679898954,Tlalpan,Habitacional
19.388418276,-99.1723547704,Benito Juárez,Habitacional
19.3471905481,-99.0330776355,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3340150868,-98.9737702493,Iztapalapa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.2413354486,-98.9973074394,Tláhuac,Habitacional Rural con Comercio y Servicios
19.3938513726,-99.1427379256,Benito Juárez,Habitacional
19.3928531238,-99.1437435677,Benito Juárez,Habitacional
19.3299581214,-99.0884388324,Iztapalapa,Habitacional
19.3335113603,-99.083104506,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2702191542,-98.9939812141,Tláhuac,Habitacional con Comercio en Planta Baja
19.3360406245,-99.1020983655,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3669016478,-99.1543000998,Benito Juárez,Habitacional
19.3836029334,-99.164381693,Benito Juárez,Habitacional
19.3240870992,-99.0473432719,Iztapalapa,Habitacional con Comercio en Planta Baja
19.2881764255,-99.055523898,Tláhuac,Habitacional
19.3871485923,-99.1667989264,Benito Juárez,Habitacional
19.3352258672,-99.0090364196,Iztapalapa,Habitacional con Comercio y Servicios
19.2874192824,-99.0370961817,Tláhuac,Habitacional
19.3339302811,-99.006570291,Iztapalapa,Habitacional con Comercio y Servicios
19.3204608205,-98.960307529,Tláhuac,Habitacional Rural con Comercio y Servicios
19.3237710981,-99.0366044058,Iztapalapa,Habitacional
